"host","bytes","time","day"
"121.27.inmarsat.org",7008,1995-08-07 06:28:24,"Monday"
"121.27.inmarsat.org",13116,1995-08-07 06:28:25,"Monday"
"121.27.inmarsat.org",2537,1995-08-07 06:28:26,"Monday"
"121.27.inmarsat.org",3635,1995-08-07 06:28:26,"Monday"
"122.72.inmarsat.org",3635,1995-07-07 02:24:42,"Friday"
"122.72.inmarsat.org",3938,1995-07-07 02:24:46,"Friday"
"122.72.inmarsat.org",7067,1995-07-07 02:26:03,"Friday"
"122.72.inmarsat.org",5866,1995-07-07 02:26:04,"Friday"
"122.72.inmarsat.org",786,1995-07-07 02:26:07,"Friday"
"122.72.inmarsat.org",363,1995-07-07 02:26:07,"Friday"
"122.83.inmarsat.org",0,1995-07-10 00:22:59,"Monday"
